transaction_id,date,product_name,category,quantity,unit_price,payment_type
TXN10574,07-Nov-2025,Paracetamol 500mg,pain relief,1,£1.17,NHS Prescription
TXN10576,08/05/2025,Omeprazole 20mg,Gastro,3,£2.0,otc sale
TXN10335,2025-06-14,Omeprazole 20mg,  Gastro ,2,2.12,NHS Prescription
TXN10103,23/12/2025,  Atorvastatin 20mg ,Cardiovascular,2,2.92,NHS Prescription
TXN10573,28-Feb-2025,Cetirizine 10mg,Allergy,1,£1.28,nhs prescription
TXN10329,2025-08-24,Omeprazole 20mg,Gastro,1,2.14,  NHS Prescription 
TXN10263,08-Oct-2025,Cetirizine 10mg,  Allergy ,1,1.36,private prescription
TXN10499,2025-07-01,cetirizine 10mg,Allergy,1,1.19,  Private Prescription 
TXN10320,18-Feb-2025,Ibuprofen 200mg,  Pain Relief ,3,1.39,  Private Prescription 
TXN10997,12-Mar-2025,Vitamin D 1000IU,  Supplements ,1,3.84,otc sale
TXN10695,08/08/2025,Salbutamol Inhaler,  Respiratory ,1,£6.79,OTC Sale
TXN10920,28/04/2025,Ibuprofen 200mg,Pain Relief,2,1.54,OTC Sale
TXN10340,2025-06-22,Metformin 500mg,Diabetes,1,£1.93,OTC Sale
TXN10304,2025-11-24,amoxicillin 250mg,Antibiotics,1,3.36,OTC SALE
TXN10459,25/02/2025,Atorvastatin 20mg,Cardiovascular,1,£2.92,OTC Sale
TXN11177,05-Mar-2025,Paracetamol 500mg,Pain Relief,2,1.11,OTC Sale
TXN10325,2025-11-17,  Salbutamol Inhaler ,Respiratory,1,6.77,NHS PRESCRIPTION
TXN10759,25-Apr-2025,IBUPROFEN 200MG,Pain Relief,1,1.5,OTC Sale
TXN10766,31-Oct-2025,Paracetamol 500mg,Pain Relief,1,1.11,NHS Prescription
TXN10284,2025-05-29,Ibuprofen 200mg,pain relief,1,1.54,  NHS Prescription 
TXN10345,01-Dec-2025,OMEPRAZOLE 20MG,GASTRO,3,£2.19,NHS Prescription
TXN10854,2025-06-16,SALBUTAMOL INHALER,Respiratory,1,6.38,Private Prescription
TXN10830,19-Apr-2025,Omeprazole 20mg,Gastro,1,2.05,  Private Prescription 
TXN11095,14/03/2025,Omeprazole 20mg,gastro,1,2.14,NHS Prescription
TXN10290,2025-02-02,Omeprazole 20mg,Gastro,1,2.06,NHS Prescription
TXN10543,11/02/2025,Loratadine 10mg,Allergy,2,1.28,NHS Prescription
TXN10797,07/07/2025,Paracetamol 500mg,Pain Relief,,1.11,otc sale
TXN10356,19-Dec-2025,Cetirizine 10mg,  Allergy ,3,1.36,nhs prescription
TXN10453,20/02/2025,Ibuprofen 200mg,Pain Relief,2,1.53,OTC Sale
TXN10856,30/08/2025,Ibuprofen 200mg,Pain Relief,3,1.59,Private Prescription
TXN11175,24/03/2025,Vitamin D 1000IU,SUPPLEMENTS,1,3.36,private prescription
TXN10159,2025-03-18,METFORMIN 500MG,Diabetes,1,£2.04,Private Prescription
TXN10787,15-Oct-2025,Omeprazole 20mg,Gastro,1,£2.2,Private Prescription
TXN10658,2025-07-05,Paracetamol 500mg,Pain Relief,1,1.06,OTC Sale
TXN10774,2025-01-02,Omeprazole 20mg,Gastro,1,£2.06,OTC Sale
TXN10982,2025-12-14,Paracetamol 500mg,Pain Relief,4,£1.1,OTC Sale
TXN10131,24-Aug-2025,Amoxicillin 250mg,Antibiotics,1,3.41,private prescription
TXN10247,2025-09-02,Salbutamol Inhaler,RESPIRATORY,,6.89,NHS Prescription
TXN10791,18-Mar-2025,AMOXICILLIN 250MG,ANTIBIOTICS,1,£3.19,NHS Prescription
TXN10007,17/07/2025,Ibuprofen 200mg,Pain Relief,1,1.43,PRIVATE PRESCRIPTION
TXN10683,2025-10-06,vitamin d 1000iu,Supplements,2,3.75,NHS Prescription
TXN10789,24-Jul-2025,  Salbutamol Inhaler ,Respiratory,1,6.46,Private Prescription
TXN10220,2025-07-02,VITAMIN D 1000IU,Supplements,2,3.52,OTC SALE
TXN10799,2025-10-20,paracetamol 500mg,Pain Relief,3,1.21,PRIVATE PRESCRIPTION
TXN10236,2025-01-30,Omeprazole 20mg,Gastro,1,£2.11,Private Prescription
TXN10663,13/11/2025,Salbutamol Inhaler,  Respiratory ,1,6.9,NHS PRESCRIPTION
TXN10919,26/05/2025,Cetirizine 10mg,Allergy,1,1.26,Private Prescription
TXN10578,2025-07-25,Paracetamol 500mg,PAIN RELIEF,1,£1.12,OTC Sale
TXN10630,25/07/2025,Amoxicillin 250mg,ANTIBIOTICS,1,3.13,Private Prescription
TXN10291,21-Nov-2025,Metformin 500mg,Diabetes,2,£1.96,NHS Prescription
TXN10419,12/09/2025,Atorvastatin 20mg,Cardiovascular,1,£2.68,OTC SALE
TXN10225,22-Mar-2025,Salbutamol Inhaler,Respiratory,1,6.36,Private Prescription
TXN10116,04/07/2025,PARACETAMOL 500MG,Pain Relief,1,£1.21,Private Prescription
TXN10185,2025-06-29,Vitamin D 1000IU,Supplements,1,3.49,NHS Prescription
TXN11063,21/05/2025,Atorvastatin 20mg,cardiovascular,-1,£2.85,  Private Prescription 
TXN10041,03-Mar-2025,Vitamin D 1000IU,,2,£3.55,Private Prescription
TXN10218,2025-06-19,PARACETAMOL 500MG,Pain Relief,1,1.16,OTC Sale
TXN10805,28/12/2025,  Salbutamol Inhaler ,Respiratory,1,£6.48,NHS Prescription
TXN10161,2025-09-28,IBUPROFEN 200MG,Pain Relief,1,1.53,nhs prescription
TXN11195,12-Dec-2025,atorvastatin 20mg,Cardiovascular,1,2.94,Private Prescription
TXN11049,26-Jul-2025,METFORMIN 500MG,diabetes,1,1.94,Private Prescription
TXN10055,2025-06-20,Salbutamol Inhaler,Respiratory,2,6.5,Private Prescription
TXN10237,01-Apr-2025,Atorvastatin 20mg,CARDIOVASCULAR,1,2.73,NHS Prescription
TXN11155,2025-07-26,Atorvastatin 20mg,Cardiovascular,2,£2.73,PRIVATE PRESCRIPTION
TXN11017,15/07/2025,Salbutamol Inhaler,RESPIRATORY,1,6.65,OTC SALE
TXN10433,2025-04-07,Cetirizine 10mg,Allergy,1,1.34,OTC Sale
TXN10983,14-Jan-2025,ATORVASTATIN 20MG,Cardiovascular,1,3.04,Private Prescription
TXN10625,2025-05-03,Ibuprofen 200mg,,1,1.54,OTC SALE
TXN11055,2025-10-05,Metformin 500mg,DIABETES,2,1.97,Private Prescription
TXN11045,03/12/2025,Amoxicillin 250mg,  Antibiotics ,2,£3.47,OTC SALE
TXN10772,11-Dec-2025,Metformin 500mg,Diabetes,2,2.07,NHS Prescription
TXN10357,16-Jan-2025,Amoxicillin 250mg,Antibiotics,3,3.24,OTC Sale
TXN10752,2025-05-08,Ibuprofen 200mg,Pain Relief,1,£1.39,OTC Sale
TXN11010,2025-04-23,Amoxicillin 250mg,ANTIBIOTICS,2,3.43,OTC Sale
TXN10665,2025-11-23,OMEPRAZOLE 20MG,Gastro,,£2.17,Private Prescription
TXN11094,18/12/2025,Cetirizine 10mg,allergy,1,1.23,OTC SALE
TXN10898,09/08/2025,Cetirizine 10mg,Allergy,1,1.23,OTC Sale
TXN11106,02/09/2025,omeprazole 20mg,Gastro,3,2.16,Private Prescription
TXN10608,28/06/2025,Atorvastatin 20mg,CARDIOVASCULAR,1,2.78,NHS Prescription
TXN10678,12-Apr-2025,Vitamin D 1000IU,  Supplements ,2,3.4,NHS Prescription
TXN10548,23/11/2025,AMOXICILLIN 250MG,,1,3.39,OTC Sale
TXN10688,2025-10-20,ibuprofen 200mg,pain relief,1,1.59,OTC Sale
TXN10712,11/01/2025,Loratadine 10mg,Allergy,4,1.27,NHS PRESCRIPTION
TXN11151,12-Oct-2025,Salbutamol Inhaler,Respiratory,2,6.45,OTC Sale
TXN11184,25/12/2025,  Amoxicillin 250mg ,Antibiotics,1,3.17,NHS Prescription
TXN11079,28/01/2025,Amoxicillin 250mg,Antibiotics,1,£3.42,Private Prescription
TXN10123,2025-06-10,Vitamin D 1000IU,Supplements,2,3.6,OTC Sale
TXN10700,2025-02-05,Paracetamol 500mg,  Pain Relief ,1,£1.16,OTC Sale
TXN10679,28/02/2025,Loratadine 10mg,Allergy,1,1.24,NHS Prescription
TXN10134,28/10/2025,VITAMIN D 1000IU,Supplements,1,3.6,OTC Sale
TXN10352,25-Feb-2025,Loratadine 10mg,  Allergy ,1,1.31,nhs prescription
TXN10082,27-Jan-2025,Salbutamol Inhaler,Respiratory,2,£6.74,Private Prescription
TXN10093,25-Oct-2025,Atorvastatin 20mg,Cardiovascular,4,2.68,NHS Prescription
TXN10264,23/06/2025,Omeprazole 20mg,Gastro,2,2.19,PRIVATE PRESCRIPTION
TXN10333,09/05/2025,Amoxicillin 250mg,Antibiotics,1,3.18,OTC Sale
TXN10266,2025-07-16,Metformin 500mg,DIABETES,4,£2.02,OTC Sale
TXN10466,2025-06-15,Salbutamol Inhaler,Respiratory,1,£6.85,private prescription
TXN10950,10/08/2025,ATORVASTATIN 20MG,Cardiovascular,3,£3.07,Private Prescription
TXN11070,22/02/2025,ibuprofen 200mg,  Pain Relief ,4,£1.53,Private Prescription
TXN10969,2025-11-14,Paracetamol 500mg,PAIN RELIEF,3,£1.2,Private Prescription
TXN10489,22/09/2025,Cetirizine 10mg,Allergy,1,1.33,nhs prescription
TXN10403,10-Jun-2025,AMOXICILLIN 250MG,antibiotics,-1,3.07,NHS Prescription
TXN11150,2025-03-09,OMEPRAZOLE 20MG,,3,2.26,NHS Prescription
TXN10167,2025-03-28,Salbutamol Inhaler,RESPIRATORY,1,£6.32,OTC Sale
TXN10801,20-Jun-2025,Paracetamol 500mg,PAIN RELIEF,2,1.16,OTC Sale
TXN10286,2025-03-10,Loratadine 10mg,Allergy,2,£1.33,NHS Prescription
TXN10885,2025-02-27,Cetirizine 10mg,ALLERGY,1,1.35,OTC Sale
TXN10939,2025-03-09,Loratadine 10mg,Allergy,2,£1.33,NHS PRESCRIPTION
TXN10479,20-Jun-2025,SALBUTAMOL INHALER,Respiratory,3,6.98,OTC SALE
TXN11069,30-Aug-2025,LORATADINE 10MG,ALLERGY,1,1.32,Private Prescription
TXN10951,09-Sep-2025,Salbutamol Inhaler,RESPIRATORY,4,£6.51,OTC Sale
TXN10069,2025-06-01,Ibuprofen 200mg,Pain Relief,2,1.41,Private Prescription
TXN10108,2025-04-13,  Paracetamol 500mg ,pain relief,1,1.11,OTC Sale
TXN11060,20/12/2025,CETIRIZINE 10MG,,1,1.3,OTC SALE
TXN10755,2025-08-14,Metformin 500mg,,1,1.87,OTC Sale
TXN10469,03-Apr-2025,Metformin 500mg,Diabetes,2,1.86,OTC Sale
TXN10798,08-Jun-2025,  Vitamin D 1000IU ,Supplements,1,3.46,  OTC Sale 
TXN10209,2025-08-20,Omeprazole 20mg,GASTRO,1,2.02,NHS Prescription
TXN10175,2025-03-01,Ibuprofen 200mg,Pain Relief,1,1.55,OTC SALE
TXN10360,12/11/2025,Atorvastatin 20mg,Cardiovascular,2,3.03,OTC Sale
TXN10112,18-Jan-2025,ATORVASTATIN 20MG,Cardiovascular,1,£2.81,NHS Prescription
TXN11109,15-Feb-2025,atorvastatin 20mg,CARDIOVASCULAR,1,£2.81,Private Prescription
TXN10765,18-Aug-2025,LORATADINE 10MG,Allergy,2,1.32,nhs prescription
TXN10894,01/06/2025,Metformin 500mg,Diabetes,1,£2.0,Private Prescription
TXN10025,2025-06-29,Atorvastatin 20mg,Cardiovascular,2,2.75,Private Prescription
TXN10375,29/01/2025,Salbutamol Inhaler,Respiratory,1,6.48,  NHS Prescription 
TXN10009,2025-10-04,Amoxicillin 250mg,  Antibiotics ,3,£3.27,NHS PRESCRIPTION
TXN10294,19/11/2025,Amoxicillin 250mg,Antibiotics,1,£3.07,OTC Sale
TXN10363,2025-02-27,Metformin 500mg,,2,£2.0,NHS Prescription
TXN11090,2025-07-28,Cetirizine 10mg,Allergy,1,1.27,PRIVATE PRESCRIPTION
TXN10425,29/08/2025,Paracetamol 500mg,Pain Relief,,1.12,NHS PRESCRIPTION
TXN11126,22-Feb-2025,Amoxicillin 250mg,Antibiotics,1,£3.51,Private Prescription
TXN11097,25/08/2025,IBUPROFEN 200MG,Pain Relief,3,,NHS Prescription
TXN10530,20/03/2025,IBUPROFEN 200MG,Pain Relief,4,1.39,  Private Prescription 
TXN10709,10/08/2025,Metformin 500mg,diabetes,2,£2.08,OTC Sale
TXN10477,16-Jul-2025,Metformin 500mg,Diabetes,2,2.06,  Private Prescription 
TXN11137,15/07/2025,  Salbutamol Inhaler ,Respiratory,1,6.21,private prescription
TXN10594,04-Apr-2025,PARACETAMOL 500MG,PAIN RELIEF,1,1.11,NHS Prescription
TXN10582,2025-06-18,Atorvastatin 20mg,CARDIOVASCULAR,1,2.98,nhs prescription
TXN10662,15-Dec-2025,salbutamol inhaler,  Respiratory ,1,7.07,NHS Prescription
TXN10874,04-Dec-2025,Amoxicillin 250mg,Antibiotics,1,3.36,NHS Prescription
TXN10595,01/05/2025,Vitamin D 1000IU,SUPPLEMENTS,1,£3.33,Private Prescription
TXN10763,03/08/2025,Ibuprofen 200mg,,2,£1.48,OTC Sale
TXN10645,2025-04-18,OMEPRAZOLE 20MG,Gastro,1,2.19,  OTC Sale 
TXN11072,08/09/2025,Paracetamol 500mg,Pain Relief,2,1.06,Private Prescription
TXN10493,21-Aug-2025,Atorvastatin 20mg,Cardiovascular,4,2.66,OTC SALE
TXN10426,2025-05-03,Cetirizine 10mg,ALLERGY,4,£1.31,OTC Sale
TXN10853,29/01/2025,Salbutamol Inhaler,Respiratory,1,7.13,NHS Prescription
TXN10190,2025-11-29,AMOXICILLIN 250MG,Antibiotics,1,3.17,OTC Sale
TXN10927,2025-08-24,SALBUTAMOL INHALER,respiratory,1,£6.53,OTC Sale
TXN10348,15-Feb-2025,Vitamin D 1000IU,supplements,2,£3.51,Private Prescription
TXN10466,2025-06-15,Salbutamol Inhaler,Respiratory,1,£6.85,private prescription
TXN10283,14-Mar-2025,Metformin 500mg,Diabetes,1,£1.88,Private Prescription
TXN10421,27/04/2025,Loratadine 10mg,Allergy,1,1.27,private prescription
TXN10053,2025-09-14,Cetirizine 10mg,,1,1.19,OTC Sale
TXN10767,24/10/2025,Metformin 500mg,,2,£1.9,otc sale
TXN10575,21-Apr-2025,Metformin 500mg,Diabetes,2,2.04,NHS Prescription
TXN10187,12-Jul-2025,  Salbutamol Inhaler ,Respiratory,1,6.92,NHS Prescription
TXN10374,31/03/2025,Paracetamol 500mg,Pain Relief,1,1.16,Private Prescription
TXN11034,2025-08-03,SALBUTAMOL INHALER,RESPIRATORY,2,£6.82,NHS Prescription
TXN10531,27-Jan-2025,Ibuprofen 200mg,PAIN RELIEF,1,1.43,PRIVATE PRESCRIPTION
TXN11152,2025-08-05,OMEPRAZOLE 20MG,,3,£2.22,OTC Sale
TXN10790,11-Nov-2025,Omeprazole 20mg,GASTRO,1,2.14,  NHS Prescription 
TXN11000,04-Apr-2025,Loratadine 10mg,  Allergy ,2,1.31,Private Prescription
TXN10415,2025-04-20,loratadine 10mg,allergy,1,£1.26,NHS PRESCRIPTION
TXN10027,08-Apr-2025,Vitamin D 1000IU,Supplements,1,3.6,OTC Sale
TXN10584,15/04/2025,Amoxicillin 250mg,Antibiotics,1,3.44,private prescription
TXN11087,13-Oct-2025,Vitamin D 1000IU,Supplements,2,3.33,NHS Prescription
TXN10851,20/10/2025,Omeprazole 20mg,Gastro,1,2.24,Private Prescription
TXN10262,21-Aug-2025,Omeprazole 20mg,Gastro,,2.14,OTC Sale
TXN10673,2025-10-19,Amoxicillin 250mg,Antibiotics,3,3.46,OTC SALE
TXN10244,10-Jul-2025,Loratadine 10mg,ALLERGY,1,£1.26,OTC Sale
TXN10845,07/05/2025,metformin 500mg,diabetes,1,2.0,PRIVATE PRESCRIPTION
TXN10072,2025-04-24,VITAMIN D 1000IU,,1,£3.8,NHS PRESCRIPTION
TXN10083,15-Oct-2025,  Salbutamol Inhaler ,Respiratory,2,6.2,nhs prescription
TXN10090,10/04/2025,METFORMIN 500MG,Diabetes,1,£1.99,NHS Prescription
TXN10722,2025-10-07,Atorvastatin 20mg,Cardiovascular,1,£2.84,Private Prescription
TXN10223,13-Jul-2025,Atorvastatin 20mg,Cardiovascular,1,2.86,  NHS Prescription 
TXN10505,2025-09-06,salbutamol inhaler,RESPIRATORY,1,6.84,Private Prescription
TXN10481,2025-12-18,vitamin d 1000iu,Supplements,2,3.58,private prescription
TXN10206,2025-09-29,OMEPRAZOLE 20MG,Gastro,1,£2.3,Private Prescription
TXN10303,2025-08-11,Vitamin D 1000IU,Supplements,1,£3.37,NHS Prescription
TXN10364,09/05/2025,IBUPROFEN 200MG,Pain Relief,2,1.55,OTC Sale
TXN11029,07/09/2025,  Omeprazole 20mg ,gastro,3,2.06,Private Prescription
TXN10598,18-Dec-2025,Vitamin D 1000IU,SUPPLEMENTS,3,£3.67,OTC Sale
TXN10877,09/10/2025,Atorvastatin 20mg,CARDIOVASCULAR,2,2.8,Private Prescription
TXN10519,2025-01-25,Ibuprofen 200mg,Pain Relief,3,£1.5,OTC Sale
TXN10626,21-Sep-2025,atorvastatin 20mg,CARDIOVASCULAR,4,2.95,private prescription
TXN10330,12-Apr-2025,Cetirizine 10mg,,3,£1.23,Private Prescription
TXN10427,17-Nov-2025,Loratadine 10mg,,-2,£1.36,OTC Sale
TXN10577,23-Jan-2025,amoxicillin 250mg,Antibiotics,1,3.19,Private Prescription
TXN10344,18/02/2025,Vitamin D 1000IU,Supplements,2,£3.75,NHS Prescription
TXN10277,07/09/2025,atorvastatin 20mg,Cardiovascular,,£2.79,OTC Sale
TXN11061,10/03/2025,Salbutamol Inhaler,,1,£6.18,NHS PRESCRIPTION
TXN10038,10/05/2025,Salbutamol Inhaler,Respiratory,1,6.23,NHS Prescription
TXN11039,23-Feb-2025,Paracetamol 500mg,Pain Relief,2,£1.08,OTC Sale
TXN10724,28-Jan-2025,Cetirizine 10mg,ALLERGY,1,1.27,Private Prescription
TXN10308,15-Jan-2025,Vitamin D 1000IU,Supplements,1,3.66,OTC Sale
TXN10197,17/09/2025,Salbutamol Inhaler,respiratory,2,6.58,NHS Prescription
TXN10870,2025-07-06,Amoxicillin 250mg,Antibiotics,2,3.14,PRIVATE PRESCRIPTION
TXN10632,26-May-2025,omeprazole 20mg,Gastro,1,£2.1,OTC Sale
TXN10793,09/02/2025,OMEPRAZOLE 20MG,Gastro,1,£2.08,OTC Sale
TXN11032,29-Mar-2025,OMEPRAZOLE 20MG,GASTRO,2,£2.08,NHS Prescription
TXN10516,2025-06-26,Loratadine 10mg,Allergy,2,£1.35,OTC Sale
TXN10655,2025-01-02,Ibuprofen 200mg,Pain Relief,2,1.41,Private Prescription
TXN10361,25/11/2025,Metformin 500mg,Diabetes,1,£2.04,OTC Sale
TXN11147,2025-08-02,Salbutamol Inhaler,Respiratory,4,6.74,OTC Sale
TXN11066,2025-06-08,  Metformin 500mg ,Diabetes,1,£2.06,OTC Sale
TXN10498,17/12/2025,Amoxicillin 250mg,Antibiotics,2,£3.18,OTC Sale
TXN10471,17/05/2025,SALBUTAMOL INHALER,,2,6.76,Private Prescription
TXN10120,16-May-2025,Vitamin D 1000IU,  Supplements ,1,£3.65,  Private Prescription 
TXN10321,26-May-2025,Omeprazole 20mg,Gastro,2,£2.26,Private Prescription
TXN10343,2025-03-21,LORATADINE 10MG,Allergy,1,£1.28,private prescription
TXN11124,15/06/2025,Vitamin D 1000IU,SUPPLEMENTS,1,3.59,NHS Prescription
TXN10750,21-Apr-2025,Vitamin D 1000IU,Supplements,1,3.55,  OTC Sale 
TXN10908,2025-01-16,Atorvastatin 20mg,Cardiovascular,1,3.06,NHS Prescription
TXN10142,11/02/2025,Vitamin D 1000IU,supplements,1,3.37,OTC Sale
TXN10915,15-Jul-2025,Paracetamol 500mg,Pain Relief,3,1.09,Private Prescription
TXN11163,10/03/2025,IBUPROFEN 200MG,,1,1.57,OTC Sale
TXN11012,02/12/2025,Vitamin D 1000IU,Supplements,1,£3.55,NHS Prescription
TXN10309,28/05/2025,Omeprazole 20mg,Gastro,1,2.1,OTC Sale
TXN10557,27-Nov-2025,Salbutamol Inhaler,Respiratory,1,6.35,OTC Sale
TXN10389,05/12/2025,Amoxicillin 250mg,Antibiotics,1,3.34,Private Prescription
TXN10191,08-Aug-2025,omeprazole 20mg,GASTRO,1,£2.06,Private Prescription
TXN10538,2025-07-18,Loratadine 10mg,allergy,,£1.43,OTC Sale
TXN10367,02-May-2025,ATORVASTATIN 20MG,  Cardiovascular ,1,£2.83,NHS PRESCRIPTION
TXN10441,2025-02-14,metformin 500mg,Diabetes,2,2.09,OTC Sale
TXN11081,11/02/2025,Metformin 500mg,Diabetes,1,£2.09,OTC SALE
TXN10454,2025-07-07,Atorvastatin 20mg,Cardiovascular,1,2.71,PRIVATE PRESCRIPTION
TXN10022,15/10/2025,Salbutamol Inhaler,RESPIRATORY,1,£6.85,NHS Prescription
TXN11175,24/03/2025,Vitamin D 1000IU,SUPPLEMENTS,1,3.36,private prescription
TXN11031,30/05/2025,AMOXICILLIN 250MG,Antibiotics,2,3.38,NHS Prescription
TXN10023,16-Dec-2025,Omeprazole 20mg,gastro,2,2.17,NHS Prescription
TXN10624,28/08/2025,  Loratadine 10mg ,Allergy,1,1.34,NHS Prescription
TXN11110,31/03/2025,Omeprazole 20mg,Gastro,1,£2.25,OTC Sale
TXN10079,03-Feb-2025,Amoxicillin 250mg,Antibiotics,1,£3.3,OTC Sale
TXN10464,2025-01-14,VITAMIN D 1000IU,supplements,1,£3.51,OTC SALE
TXN10371,28-Dec-2025,Vitamin D 1000IU,Supplements,1,3.46,Private Prescription
TXN11133,2025-11-19,Metformin 500mg,DIABETES,2,1.93,nhs prescription
TXN11073,14/01/2025,amoxicillin 250mg,,4,£3.36,NHS PRESCRIPTION
TXN10588,16/07/2025,Loratadine 10mg,allergy,1,1.25,OTC Sale
TXN10843,26/04/2025,Loratadine 10mg,Allergy,1,1.35,OTC Sale
TXN10372,30/04/2025,Vitamin D 1000IU,Supplements,-4,3.34,Private Prescription
TXN10836,2025-01-04,IBUPROFEN 200MG,  Pain Relief ,2,1.49,OTC Sale
TXN11052,23/11/2025,PARACETAMOL 500MG,Pain Relief,1,£1.12,Private Prescription
TXN10940,24/02/2025,Amoxicillin 250mg,,,3.11,OTC SALE
TXN10483,14-May-2025,Vitamin D 1000IU,Supplements,1,£3.82,NHS Prescription
TXN10121,19/12/2025,  Ibuprofen 200mg ,Pain Relief,1,£1.48,NHS Prescription
TXN11099,02/01/2025,SALBUTAMOL INHALER,Respiratory,2,£6.77,  OTC Sale 
TXN10596,2025-09-06,Cetirizine 10mg,Allergy,2,1.25,NHS Prescription
TXN10552,2025-07-12,LORATADINE 10MG,  Allergy ,1,£1.24,PRIVATE PRESCRIPTION
TXN10239,31/12/2025,Cetirizine 10mg,Allergy,1,1.35,OTC Sale
TXN10733,24-Jan-2025,Ibuprofen 200mg,Pain Relief,3,£1.4,NHS PRESCRIPTION
TXN11122,26/08/2025,Ibuprofen 200mg,,1,1.57,NHS Prescription
TXN10470,17-Oct-2025,Salbutamol Inhaler,Respiratory,1,£6.63,NHS Prescription
TXN10993,17/10/2025,Ibuprofen 200mg,Pain Relief,1,£1.56,PRIVATE PRESCRIPTION
TXN11156,20-Oct-2025,Amoxicillin 250mg,Antibiotics,1,3.29,NHS Prescription
TXN10414,2025-02-28,Ibuprofen 200mg,Pain Relief,1,£1.39,OTC Sale
TXN10897,01-Aug-2025,Atorvastatin 20mg,Cardiovascular,1,2.83,Private Prescription
TXN10386,2025-09-30,Cetirizine 10mg,Allergy,1,1.3,Private Prescription
TXN11115,2025-06-10,Metformin 500mg,Diabetes,1,1.84,Private Prescription
TXN10301,2025-09-05,Metformin 500mg,DIABETES,1,£1.88,NHS Prescription
TXN10207,25/10/2025,Ibuprofen 200mg,pain relief,1,1.46,Private Prescription
TXN11080,13/05/2025,IBUPROFEN 200MG,Pain Relief,1,1.42,PRIVATE PRESCRIPTION
TXN10429,27-Dec-2025,METFORMIN 500MG,Diabetes,1,£1.84,NHS Prescription
TXN10931,13/12/2025,Paracetamol 500mg,Pain Relief,2,1.05,  NHS Prescription 
TXN10622,25-Jan-2025,Ibuprofen 200mg,Pain Relief,1,1.42,  NHS Prescription 
TXN10888,07-Nov-2025,Salbutamol Inhaler,RESPIRATORY,3,£6.22,OTC Sale
TXN10889,2025-08-04,Vitamin D 1000IU,Supplements,2,3.66,Private Prescription
TXN10535,2025-02-05,Vitamin D 1000IU,Supplements,1,3.76,Private Prescription
TXN10822,19-Dec-2025,Atorvastatin 20mg,,1,3.01,OTC Sale
TXN10480,25/11/2025,Paracetamol 500mg,PAIN RELIEF,1,£1.15,OTC Sale
TXN11140,02/04/2025,Atorvastatin 20mg,Cardiovascular,1,2.73,NHS Prescription
TXN10408,07-Dec-2025,Paracetamol 500mg,Pain Relief,1,1.19,NHS Prescription
TXN11008,17/04/2025,Salbutamol Inhaler,Respiratory,1,£6.42,OTC Sale
TXN11071,18-Apr-2025,Atorvastatin 20mg,Cardiovascular,1,2.71,otc sale
TXN11154,17-Nov-2025,paracetamol 500mg,pain relief,2,1.17,NHS Prescription
TXN10457,15/03/2025,IBUPROFEN 200MG,Pain Relief,1,1.4,nhs prescription
TXN10001,03/08/2025,Metformin 500mg,diabetes,1,2.05,NHS Prescription
TXN10288,30-Aug-2025,Metformin 500mg,Diabetes,2,1.87,NHS Prescription
TXN10230,30-Mar-2025,Atorvastatin 20mg,Cardiovascular,4,2.71,OTC Sale
TXN10092,21/05/2025,Cetirizine 10mg,Allergy,1,1.25,OTC Sale
TXN10088,2025-08-24,  Paracetamol 500mg ,Pain Relief,3,1.14,Private Prescription
TXN10306,2025-10-26,Metformin 500mg,  Diabetes ,1,1.87,NHS Prescription
TXN10379,24-Aug-2025,Paracetamol 500mg,Pain Relief,2,1.05,OTC Sale
TXN10402,09-Nov-2025,Salbutamol Inhaler,Respiratory,3,£6.44,NHS Prescription
TXN10963,2025-09-14,Amoxicillin 250mg,Antibiotics,1,£3.36,OTC SALE
TXN10075,2025-02-16,atorvastatin 20mg,Cardiovascular,1,£3.07,NHS Prescription
TXN11006,2025-07-17,vitamin d 1000iu,Supplements,1,,private prescription
TXN10275,19-Jun-2025,Loratadine 10mg,ALLERGY,1,1.36,OTC Sale
TXN10432,2025-02-27,Cetirizine 10mg,Allergy,1,1.29,OTC Sale
TXN11015,2025-02-04,Paracetamol 500mg,Pain Relief,1,1.13,OTC Sale
TXN10443,2025-03-12,Vitamin D 1000IU,Supplements,1,,nhs prescription
TXN10446,2025-08-25,LORATADINE 10MG,Allergy,1,1.31,otc sale
TXN10047,27/04/2025,Cetirizine 10mg,ALLERGY,1,£1.29,NHS Prescription
TXN10020,03-Jun-2025,Metformin 500mg,Diabetes,1,1.88,OTC Sale
TXN11194,2025-08-31,Salbutamol Inhaler,Respiratory,1,7.0,NHS Prescription
TXN10076,18/06/2025,Omeprazole 20mg,GASTRO,2,2.08,Private Prescription
TXN10858,27-Apr-2025,Atorvastatin 20mg,,1,£3.07,Private Prescription
TXN11078,27/08/2025,Metformin 500mg,Diabetes,3,2.0,OTC Sale
TXN11191,07-Oct-2025,Ibuprofen 200mg,Pain Relief,1,1.54,NHS Prescription
TXN10337,07/11/2025,Omeprazole 20mg,Gastro,1,2.2,Private Prescription
TXN11165,14-Apr-2025,Paracetamol 500mg,PAIN RELIEF,1,1.2,NHS Prescription
TXN11148,2025-10-05,Cetirizine 10mg,  Allergy ,1,1.37,OTC Sale
TXN10045,2025-12-21,Salbutamol Inhaler,Respiratory,1,6.64,NHS PRESCRIPTION
TXN10186,31-Jan-2025,Salbutamol Inhaler,Respiratory,3,£7.02,  OTC Sale 
