transaction_id,date,product_name,category,quantity,unit_price,payment_type,revenue,month,day_of_week
TXN11175,2025-03-24,Vitamin D 1000IU,Supplements,1,3.36,Private Prescription,3.36,2025-03,Monday
TXN10691,2025-03-24,Atorvastatin 20mg,Cardiovascular,1,2.94,NHS Prescription,2.94,2025-03,Monday
TXN10334,2025-03-24,Metformin 500mg,Diabetes,1,1.95,Private Prescription,1.95,2025-03,Monday
TXN10944,2025-03-25,Omeprazole 20mg,Gastro,2,2.16,OTC Sale,4.32,2025-03,Tuesday
TXN11082,2025-03-26,Loratadine 10mg,Allergy,1,1.27,OTC Sale,1.27,2025-03,Wednesday
TXN10527,2025-03-26,Ibuprofen 200mg,Pain Relief,1,1.53,OTC Sale,1.53,2025-03,Wednesday
TXN10680,2025-03-27,Metformin 500mg,Diabetes,1,2.08,NHS Prescription,2.08,2025-03,Thursday
TXN10318,2025-03-27,Amoxicillin 250mg,Antibiotics,2,3.34,OTC Sale,6.68,2025-03,Thursday
TXN10200,2025-03-27,Cetirizine 10mg,Allergy,1,1.24,OTC Sale,1.24,2025-03,Thursday
TXN10015,2025-03-27,Omeprazole 20mg,Gastro,1,2.12,OTC Sale,2.12,2025-03,Thursday
TXN10167,2025-03-28,Salbutamol Inhaler,Respiratory,1,6.32,OTC Sale,6.32,2025-03,Friday
TXN10601,2025-03-29,Omeprazole 20mg,Gastro,2,2.31,OTC Sale,4.62,2025-03,Saturday
TXN10616,2025-03-29,Metformin 500mg,Diabetes,4,1.88,Private Prescription,7.52,2025-03,Saturday
TXN11032,2025-03-29,Omeprazole 20mg,Gastro,2,2.08,NHS Prescription,4.16,2025-03,Saturday
TXN10129,2025-03-29,Atorvastatin 20mg,Cardiovascular,2,3.01,Private Prescription,6.02,2025-03,Saturday
TXN10179,2025-03-30,Vitamin D 1000IU,Supplements,2,3.65,Private Prescription,7.3,2025-03,Sunday
TXN10230,2025-03-30,Atorvastatin 20mg,Cardiovascular,4,2.71,OTC Sale,10.84,2025-03,Sunday
TXN10450,2025-03-30,Loratadine 10mg,Allergy,1,1.28,NHS Prescription,1.28,2025-03,Sunday
TXN11110,2025-03-31,Omeprazole 20mg,Gastro,1,2.25,OTC Sale,2.25,2025-03,Monday
TXN10136,2025-03-31,Paracetamol 500mg,Pain Relief,3,1.2,NHS Prescription,3.6,2025-03,Monday
TXN10975,2025-03-31,Salbutamol Inhaler,Respiratory,1,6.51,OTC Sale,6.51,2025-03,Monday
TXN10374,2025-03-31,Paracetamol 500mg,Pain Relief,1,1.16,Private Prescription,1.16,2025-03,Monday
TXN10237,2025-04-01,Atorvastatin 20mg,Cardiovascular,1,2.73,NHS Prescription,2.73,2025-04,Tuesday
TXN11171,2025-04-01,Cetirizine 10mg,Allergy,1,1.29,NHS Prescription,1.29,2025-04,Tuesday
TXN10836,2025-04-01,Ibuprofen 200mg,Pain Relief,2,1.49,OTC Sale,2.98,2025-04,Tuesday
TXN10032,2025-04-01,Omeprazole 20mg,Gastro,1,2.28,Private Prescription,2.28,2025-04,Tuesday
TXN10158,2025-04-01,Paracetamol 500mg,Pain Relief,1,1.13,NHS Prescription,1.13,2025-04,Tuesday
TXN10420,2025-04-01,Metformin 500mg,Diabetes,2,1.84,NHS Prescription,3.68,2025-04,Tuesday
TXN11015,2025-04-02,Paracetamol 500mg,Pain Relief,1,1.13,OTC Sale,1.13,2025-04,Wednesday
TXN11140,2025-04-02,Atorvastatin 20mg,Cardiovascular,1,2.73,NHS Prescription,2.73,2025-04,Wednesday
TXN11121,2025-04-02,Cetirizine 10mg,Allergy,1,1.2,Private Prescription,1.2,2025-04,Wednesday
TXN10914,2025-04-02,Metformin 500mg,Diabetes,1,2.06,OTC Sale,2.06,2025-04,Wednesday
TXN10024,2025-04-02,Paracetamol 500mg,Pain Relief,2,1.16,NHS Prescription,2.32,2025-04,Wednesday
TXN10469,2025-04-03,Metformin 500mg,Diabetes,2,1.86,OTC Sale,3.72,2025-04,Thursday
TXN11046,2025-04-03,Amoxicillin 250mg,Antibiotics,4,3.41,OTC Sale,13.64,2025-04,Thursday
TXN11067,2025-04-04,Metformin 500mg,Diabetes,1,1.85,OTC Sale,1.85,2025-04,Friday
TXN11000,2025-04-04,Loratadine 10mg,Allergy,2,1.31,Private Prescription,2.62,2025-04,Friday
TXN10907,2025-04-04,Atorvastatin 20mg,Cardiovascular,1,3.03,OTC Sale,3.03,2025-04,Friday
TXN10594,2025-04-04,Paracetamol 500mg,Pain Relief,1,1.11,NHS Prescription,1.11,2025-04,Friday
TXN10178,2025-04-06,Metformin 500mg,Diabetes,1,1.88,Private Prescription,1.88,2025-04,Sunday
TXN10809,2025-04-06,Ibuprofen 200mg,Pain Relief,1,1.42,Private Prescription,1.42,2025-04,Sunday
TXN11089,2025-04-07,Salbutamol Inhaler,Respiratory,2,6.41,OTC Sale,12.82,2025-04,Monday
TXN10910,2025-04-07,Atorvastatin 20mg,Cardiovascular,1,3.07,Private Prescription,3.07,2025-04,Monday
TXN10881,2025-04-08,Metformin 500mg,Diabetes,1,2.07,NHS Prescription,2.07,2025-04,Tuesday
TXN10503,2025-04-08,Metformin 500mg,Diabetes,1,1.95,Private Prescription,1.95,2025-04,Tuesday
TXN10013,2025-04-08,Salbutamol Inhaler,Respiratory,1,6.59,NHS Prescription,6.59,2025-04,Tuesday
TXN10737,2025-04-08,Atorvastatin 20mg,Cardiovascular,1,2.81,OTC Sale,2.81,2025-04,Tuesday
TXN10027,2025-04-08,Vitamin D 1000IU,Supplements,1,3.6,OTC Sale,3.6,2025-04,Tuesday
TXN10889,2025-04-08,Vitamin D 1000IU,Supplements,2,3.66,Private Prescription,7.32,2025-04,Tuesday
TXN10555,2025-04-08,Amoxicillin 250mg,Antibiotics,1,3.19,OTC Sale,3.19,2025-04,Tuesday
TXN10802,2025-04-09,Ibuprofen 200mg,Pain Relief,1,1.42,NHS Prescription,1.42,2025-04,Wednesday
TXN11127,2025-04-10,Omeprazole 20mg,Gastro,3,2.05,Private Prescription,6.15,2025-04,Thursday
TXN10090,2025-04-10,Metformin 500mg,Diabetes,1,1.99,NHS Prescription,1.99,2025-04,Thursday
TXN11139,2025-04-10,Omeprazole 20mg,Gastro,4,2.29,OTC Sale,9.16,2025-04,Thursday
TXN10666,2025-04-10,Metformin 500mg,Diabetes,2,2.08,NHS Prescription,4.16,2025-04,Thursday
TXN10009,2025-04-10,Amoxicillin 250mg,Antibiotics,3,3.27,NHS Prescription,9.81,2025-04,Thursday
TXN10168,2025-04-11,Vitamin D 1000IU,Supplements,1,3.82,OTC Sale,3.82,2025-04,Friday
TXN11040,2025-04-11,Vitamin D 1000IU,Supplements,2,3.35,Private Prescription,6.7,2025-04,Friday
TXN10517,2025-04-12,Salbutamol Inhaler,Respiratory,1,6.56,Private Prescription,6.56,2025-04,Saturday
TXN10553,2025-04-12,Paracetamol 500mg,Pain Relief,1,1.09,OTC Sale,1.09,2025-04,Saturday
TXN10383,2025-04-12,Loratadine 10mg,Allergy,2,1.41,OTC Sale,2.82,2025-04,Saturday
TXN10678,2025-04-12,Vitamin D 1000IU,Supplements,2,3.4,NHS Prescription,6.8,2025-04,Saturday
TXN10330,2025-04-12,Cetirizine 10mg,Allergy,3,1.23,Private Prescription,3.69,2025-04,Saturday
TXN10108,2025-04-13,Paracetamol 500mg,Pain Relief,1,1.11,OTC Sale,1.11,2025-04,Sunday
TXN11165,2025-04-14,Paracetamol 500mg,Pain Relief,1,1.2,NHS Prescription,1.2,2025-04,Monday
TXN10973,2025-04-14,Atorvastatin 20mg,Cardiovascular,1,3.03,OTC Sale,3.03,2025-04,Monday
TXN10651,2025-04-14,Ibuprofen 200mg,Pain Relief,1,1.47,NHS Prescription,1.47,2025-04,Monday
TXN10966,2025-04-15,Salbutamol Inhaler,Respiratory,1,6.28,OTC Sale,6.28,2025-04,Tuesday
TXN10584,2025-04-15,Amoxicillin 250mg,Antibiotics,1,3.44,Private Prescription,3.44,2025-04,Tuesday
TXN10835,2025-04-16,Paracetamol 500mg,Pain Relief,1,1.14,NHS Prescription,1.14,2025-04,Wednesday
TXN10195,2025-04-16,Cetirizine 10mg,Allergy,2,1.26,NHS Prescription,2.52,2025-04,Wednesday
TXN11168,2025-04-17,Ibuprofen 200mg,Pain Relief,1,1.53,NHS Prescription,1.53,2025-04,Thursday
TXN10442,2025-04-17,Amoxicillin 250mg,Antibiotics,1,3.51,OTC Sale,3.51,2025-04,Thursday
TXN11008,2025-04-17,Salbutamol Inhaler,Respiratory,1,6.42,OTC Sale,6.42,2025-04,Thursday
TXN10807,2025-04-17,Cetirizine 10mg,Allergy,2,1.34,OTC Sale,2.68,2025-04,Thursday
TXN10921,2025-04-18,Omeprazole 20mg,Gastro,1,2.04,NHS Prescription,2.04,2025-04,Friday
TXN11071,2025-04-18,Atorvastatin 20mg,Cardiovascular,1,2.71,OTC Sale,2.71,2025-04,Friday
TXN10645,2025-04-18,Omeprazole 20mg,Gastro,1,2.19,OTC Sale,2.19,2025-04,Friday
TXN10942,2025-04-18,Omeprazole 20mg,Gastro,2,2.19,OTC Sale,4.38,2025-04,Friday
TXN10830,2025-04-19,Omeprazole 20mg,Gastro,1,2.05,Private Prescription,2.05,2025-04,Saturday
TXN10415,2025-04-20,Loratadine 10mg,Allergy,1,1.26,NHS Prescription,1.26,2025-04,Sunday
TXN10796,2025-04-20,Vitamin D 1000IU,Supplements,3,3.7,OTC Sale,11.1,2025-04,Sunday
TXN11077,2025-04-21,Vitamin D 1000IU,Supplements,1,3.74,Private Prescription,3.74,2025-04,Monday
TXN10080,2025-04-21,Metformin 500mg,Diabetes,1,1.9,OTC Sale,1.9,2025-04,Monday
TXN10750,2025-04-21,Vitamin D 1000IU,Supplements,1,3.55,OTC Sale,3.55,2025-04,Monday
TXN10890,2025-04-21,Paracetamol 500mg,Pain Relief,1,1.1,Private Prescription,1.1,2025-04,Monday
TXN10575,2025-04-21,Metformin 500mg,Diabetes,2,2.04,NHS Prescription,4.08,2025-04,Monday
TXN10144,2025-04-22,Paracetamol 500mg,Pain Relief,1,1.16,NHS Prescription,1.16,2025-04,Tuesday
TXN10929,2025-04-22,Omeprazole 20mg,Gastro,1,2.12,NHS Prescription,2.12,2025-04,Tuesday
TXN10949,2025-04-22,Amoxicillin 250mg,Antibiotics,1,3.17,Private Prescription,3.17,2025-04,Tuesday
TXN10141,2025-04-23,Omeprazole 20mg,Gastro,1,2.31,NHS Prescription,2.31,2025-04,Wednesday
TXN10423,2025-04-23,Loratadine 10mg,Allergy,2,1.36,NHS Prescription,2.72,2025-04,Wednesday
TXN10558,2025-04-23,Omeprazole 20mg,Gastro,1,2.06,NHS Prescription,2.06,2025-04,Wednesday
TXN10706,2025-04-23,Amoxicillin 250mg,Antibiotics,1,3.34,OTC Sale,3.34,2025-04,Wednesday
TXN11010,2025-04-23,Amoxicillin 250mg,Antibiotics,2,3.43,OTC Sale,6.86,2025-04,Wednesday
TXN10746,2025-04-23,Loratadine 10mg,Allergy,2,1.39,Private Prescription,2.78,2025-04,Wednesday
TXN10840,2025-04-24,Paracetamol 500mg,Pain Relief,1,1.1,OTC Sale,1.1,2025-04,Thursday
TXN10211,2025-04-24,Paracetamol 500mg,Pain Relief,1,1.16,OTC Sale,1.16,2025-04,Thursday
TXN10072,2025-04-24,Vitamin D 1000IU,Supplements,1,3.8,NHS Prescription,3.8,2025-04,Thursday
TXN10759,2025-04-25,Ibuprofen 200mg,Pain Relief,1,1.5,OTC Sale,1.5,2025-04,Friday
TXN11093,2025-04-26,Paracetamol 500mg,Pain Relief,1,1.13,OTC Sale,1.13,2025-04,Saturday
TXN10607,2025-04-26,Omeprazole 20mg,Gastro,3,2.26,Private Prescription,6.78,2025-04,Saturday
TXN10843,2025-04-26,Loratadine 10mg,Allergy,1,1.35,OTC Sale,1.35,2025-04,Saturday
TXN10052,2025-04-26,Metformin 500mg,Diabetes,1,1.85,Private Prescription,1.85,2025-04,Saturday
TXN10792,2025-04-26,Metformin 500mg,Diabetes,2,1.88,OTC Sale,3.76,2025-04,Saturday
TXN10979,2025-04-26,Ibuprofen 200mg,Pain Relief,2,1.53,NHS Prescription,3.06,2025-04,Saturday
TXN10962,2025-04-27,Cetirizine 10mg,Allergy,1,1.19,NHS Prescription,1.19,2025-04,Sunday
TXN10858,2025-04-27,Atorvastatin 20mg,Cardiovascular,1,3.07,Private Prescription,3.07,2025-04,Sunday
TXN10047,2025-04-27,Cetirizine 10mg,Allergy,1,1.29,NHS Prescription,1.29,2025-04,Sunday
TXN10421,2025-04-27,Loratadine 10mg,Allergy,1,1.27,Private Prescription,1.27,2025-04,Sunday
TXN10844,2025-04-27,Metformin 500mg,Diabetes,1,1.98,NHS Prescription,1.98,2025-04,Sunday
TXN10947,2025-04-27,Omeprazole 20mg,Gastro,1,2.12,Private Prescription,2.12,2025-04,Sunday
TXN10978,2025-04-27,Amoxicillin 250mg,Antibiotics,2,3.1,OTC Sale,6.2,2025-04,Sunday
TXN10864,2025-04-28,Loratadine 10mg,Allergy,1,1.32,NHS Prescription,1.32,2025-04,Monday
TXN10012,2025-04-28,Paracetamol 500mg,Pain Relief,3,1.06,NHS Prescription,3.18,2025-04,Monday
TXN10852,2025-04-28,Cetirizine 10mg,Allergy,1,1.24,Private Prescription,1.24,2025-04,Monday
TXN10920,2025-04-28,Ibuprofen 200mg,Pain Relief,2,1.54,OTC Sale,3.08,2025-04,Monday
TXN10974,2025-04-29,Atorvastatin 20mg,Cardiovascular,1,2.81,OTC Sale,2.81,2025-04,Tuesday
TXN10599,2025-04-30,Atorvastatin 20mg,Cardiovascular,1,2.99,NHS Prescription,2.99,2025-04,Wednesday
TXN10327,2025-04-30,Paracetamol 500mg,Pain Relief,1,1.1,NHS Prescription,1.1,2025-04,Wednesday
TXN10520,2025-04-30,Vitamin D 1000IU,Supplements,1,3.75,Private Prescription,3.75,2025-04,Wednesday
TXN10299,2025-04-30,Atorvastatin 20mg,Cardiovascular,1,2.83,Private Prescription,2.83,2025-04,Wednesday
TXN11044,2025-05-01,Ibuprofen 200mg,Pain Relief,1,1.5,OTC Sale,1.5,2025-05,Thursday
TXN10485,2025-05-01,Cetirizine 10mg,Allergy,1,1.3,OTC Sale,1.3,2025-05,Thursday
TXN10204,2025-05-01,Atorvastatin 20mg,Cardiovascular,1,2.79,OTC Sale,2.79,2025-05,Thursday
TXN10756,2025-05-01,Vitamin D 1000IU,Supplements,1,3.38,Private Prescription,3.38,2025-05,Thursday
TXN10595,2025-05-01,Vitamin D 1000IU,Supplements,1,3.33,Private Prescription,3.33,2025-05,Thursday
TXN10377,2025-05-02,Atorvastatin 20mg,Cardiovascular,1,2.75,OTC Sale,2.75,2025-05,Friday
TXN10535,2025-05-02,Vitamin D 1000IU,Supplements,1,3.76,Private Prescription,3.76,2025-05,Friday
TXN10367,2025-05-02,Atorvastatin 20mg,Cardiovascular,1,2.83,NHS Prescription,2.83,2025-05,Friday
TXN10700,2025-05-02,Paracetamol 500mg,Pain Relief,1,1.16,OTC Sale,1.16,2025-05,Friday
TXN10744,2025-05-02,Paracetamol 500mg,Pain Relief,1,1.11,NHS Prescription,1.11,2025-05,Friday
TXN10059,2025-05-02,Amoxicillin 250mg,Antibiotics,2,3.2,Private Prescription,6.4,2025-05,Friday
TXN10010,2025-05-02,Atorvastatin 20mg,Cardiovascular,2,2.86,OTC Sale,5.72,2025-05,Friday
TXN11058,2025-05-03,Metformin 500mg,Diabetes,1,1.88,OTC Sale,1.88,2025-05,Saturday
TXN10998,2025-05-03,Loratadine 10mg,Allergy,1,1.27,NHS Prescription,1.27,2025-05,Saturday
TXN10620,2025-05-03,Cetirizine 10mg,Allergy,1,1.2,NHS Prescription,1.2,2025-05,Saturday
TXN10980,2025-05-04,Cetirizine 10mg,Allergy,1,1.31,OTC Sale,1.31,2025-05,Sunday
TXN10659,2025-05-05,Salbutamol Inhaler,Respiratory,2,6.31,NHS Prescription,12.62,2025-05,Monday
TXN10276,2025-05-05,Vitamin D 1000IU,Supplements,2,3.81,OTC Sale,7.62,2025-05,Monday
TXN11028,2025-05-05,Ibuprofen 200mg,Pain Relief,2,1.52,Private Prescription,3.04,2025-05,Monday
TXN10585,2025-05-06,Omeprazole 20mg,Gastro,1,2.06,OTC Sale,2.06,2025-05,Tuesday
TXN10611,2025-05-06,Salbutamol Inhaler,Respiratory,1,6.47,Private Prescription,6.47,2025-05,Tuesday
TXN11085,2025-05-06,Cetirizine 10mg,Allergy,1,1.26,OTC Sale,1.26,2025-05,Tuesday
TXN10996,2025-05-06,Loratadine 10mg,Allergy,2,1.4,OTC Sale,2.8,2025-05,Tuesday
TXN10460,2025-05-06,Amoxicillin 250mg,Antibiotics,2,3.36,Private Prescription,6.72,2025-05,Tuesday
TXN10658,2025-05-07,Paracetamol 500mg,Pain Relief,1,1.06,OTC Sale,1.06,2025-05,Wednesday
TXN10492,2025-05-07,Ibuprofen 200mg,Pain Relief,2,1.38,NHS Prescription,2.76,2025-05,Wednesday
TXN10845,2025-05-07,Metformin 500mg,Diabetes,1,2.0,Private Prescription,2.0,2025-05,Wednesday
TXN10764,2025-05-08,Salbutamol Inhaler,Respiratory,1,6.41,NHS Prescription,6.41,2025-05,Thursday
TXN10214,2025-05-08,Metformin 500mg,Diabetes,4,1.81,Private Prescription,7.24,2025-05,Thursday
TXN10472,2025-05-08,Salbutamol Inhaler,Respiratory,3,6.44,NHS Prescription,19.32,2025-05,Thursday
TXN10576,2025-05-08,Omeprazole 20mg,Gastro,3,2.0,OTC Sale,6.0,2025-05,Thursday
TXN10475,2025-05-08,Omeprazole 20mg,Gastro,1,2.3,OTC Sale,2.3,2025-05,Thursday
TXN11152,2025-05-08,Omeprazole 20mg,Gastro,3,2.22,OTC Sale,6.66,2025-05,Thursday
TXN11068,2025-05-09,Salbutamol Inhaler,Respiratory,1,6.83,NHS Prescription,6.83,2025-05,Friday
TXN10333,2025-05-09,Amoxicillin 250mg,Antibiotics,1,3.18,OTC Sale,3.18,2025-05,Friday
TXN10301,2025-05-09,Metformin 500mg,Diabetes,1,1.88,NHS Prescription,1.88,2025-05,Friday
TXN10364,2025-05-09,Ibuprofen 200mg,Pain Relief,2,1.55,OTC Sale,3.1,2025-05,Friday
TXN10913,2025-05-10,Vitamin D 1000IU,Supplements,2,3.61,Private Prescription,7.22,2025-05,Saturday
TXN10038,2025-05-10,Salbutamol Inhaler,Respiratory,1,6.23,NHS Prescription,6.23,2025-05,Saturday
TXN11088,2025-05-10,Salbutamol Inhaler,Respiratory,1,6.69,NHS Prescription,6.69,2025-05,Saturday
TXN11148,2025-05-10,Cetirizine 10mg,Allergy,1,1.37,OTC Sale,1.37,2025-05,Saturday
TXN10487,2025-05-10,Paracetamol 500mg,Pain Relief,2,1.11,Private Prescription,2.22,2025-05,Saturday
TXN11055,2025-05-10,Metformin 500mg,Diabetes,2,1.97,Private Prescription,3.94,2025-05,Saturday
TXN10507,2025-05-11,Loratadine 10mg,Allergy,1,1.38,NHS Prescription,1.38,2025-05,Sunday
TXN10110,2025-05-11,Salbutamol Inhaler,Respiratory,1,6.25,OTC Sale,6.25,2025-05,Sunday
TXN10293,2025-05-12,Ibuprofen 200mg,Pain Relief,1,1.4,OTC Sale,1.4,2025-05,Monday
TXN10003,2025-05-12,Paracetamol 500mg,Pain Relief,2,1.19,Private Prescription,2.38,2025-05,Monday
TXN11080,2025-05-13,Ibuprofen 200mg,Pain Relief,1,1.42,Private Prescription,1.42,2025-05,Tuesday
TXN10483,2025-05-14,Vitamin D 1000IU,Supplements,1,3.82,NHS Prescription,3.82,2025-05,Wednesday
TXN10397,2025-05-14,Vitamin D 1000IU,Supplements,2,3.63,Private Prescription,7.26,2025-05,Wednesday
TXN10689,2025-05-14,Salbutamol Inhaler,Respiratory,1,6.32,Private Prescription,6.32,2025-05,Wednesday
TXN11142,2025-05-14,Cetirizine 10mg,Allergy,1,1.3,NHS Prescription,1.3,2025-05,Wednesday
TXN10771,2025-05-15,Atorvastatin 20mg,Cardiovascular,3,2.97,Private Prescription,8.91,2025-05,Thursday
TXN10287,2025-05-15,Omeprazole 20mg,Gastro,1,2.0,Private Prescription,2.0,2025-05,Thursday
TXN10120,2025-05-16,Vitamin D 1000IU,Supplements,1,3.65,Private Prescription,3.65,2025-05,Friday
TXN11196,2025-05-17,Paracetamol 500mg,Pain Relief,1,1.06,OTC Sale,1.06,2025-05,Saturday
TXN10513,2025-05-17,Ibuprofen 200mg,Pain Relief,2,1.51,Private Prescription,3.02,2025-05,Saturday
TXN10484,2025-05-17,Omeprazole 20mg,Gastro,2,2.13,NHS Prescription,4.26,2025-05,Saturday
TXN11076,2025-05-17,Amoxicillin 250mg,Antibiotics,2,3.29,OTC Sale,6.58,2025-05,Saturday
TXN10471,2025-05-17,Salbutamol Inhaler,Respiratory,2,6.76,Private Prescription,13.52,2025-05,Saturday
TXN10152,2025-05-18,Paracetamol 500mg,Pain Relief,2,1.19,NHS Prescription,2.38,2025-05,Sunday
TXN10005,2025-05-18,Salbutamol Inhaler,Respiratory,1,7.03,OTC Sale,7.03,2025-05,Sunday
TXN10778,2025-05-18,Paracetamol 500mg,Pain Relief,2,1.18,OTC Sale,2.36,2025-05,Sunday
TXN10394,2025-05-18,Metformin 500mg,Diabetes,3,1.81,OTC Sale,5.43,2025-05,Sunday
TXN10693,2025-05-18,Amoxicillin 250mg,Antibiotics,1,3.21,Private Prescription,3.21,2025-05,Sunday
TXN10782,2025-05-19,Amoxicillin 250mg,Antibiotics,1,3.38,Private Prescription,3.38,2025-05,Monday
TXN11005,2025-05-19,Vitamin D 1000IU,Supplements,1,3.54,Private Prescription,3.54,2025-05,Monday
TXN10612,2025-05-21,Salbutamol Inhaler,Respiratory,2,6.29,Private Prescription,12.58,2025-05,Wednesday
TXN10541,2025-05-21,Metformin 500mg,Diabetes,2,2.08,OTC Sale,4.16,2025-05,Wednesday
TXN10636,2025-05-21,Paracetamol 500mg,Pain Relief,3,1.15,Private Prescription,3.45,2025-05,Wednesday
TXN10067,2025-05-21,Salbutamol Inhaler,Respiratory,1,6.9,Private Prescription,6.9,2025-05,Wednesday
TXN10092,2025-05-21,Cetirizine 10mg,Allergy,1,1.25,OTC Sale,1.25,2025-05,Wednesday
TXN10571,2025-05-21,Amoxicillin 250mg,Antibiotics,1,3.07,NHS Prescription,3.07,2025-05,Wednesday
TXN10717,2025-05-22,Salbutamol Inhaler,Respiratory,1,6.86,NHS Prescription,6.86,2025-05,Thursday
TXN10891,2025-05-22,Omeprazole 20mg,Gastro,2,2.22,Private Prescription,4.44,2025-05,Thursday
TXN11023,2025-05-22,Salbutamol Inhaler,Respiratory,1,6.19,Private Prescription,6.19,2025-05,Thursday
TXN10825,2025-05-22,Amoxicillin 250mg,Antibiotics,2,3.48,Private Prescription,6.96,2025-05,Thursday
TXN10901,2025-05-22,Ibuprofen 200mg,Pain Relief,1,1.38,OTC Sale,1.38,2025-05,Thursday
TXN10955,2025-05-22,Omeprazole 20mg,Gastro,1,2.14,Private Prescription,2.14,2025-05,Thursday
TXN10043,2025-05-23,Ibuprofen 200mg,Pain Relief,1,1.51,Private Prescription,1.51,2025-05,Friday
TXN10476,2025-05-23,Omeprazole 20mg,Gastro,1,2.25,OTC Sale,2.25,2025-05,Friday
TXN10424,2025-05-23,Atorvastatin 20mg,Cardiovascular,2,2.76,Private Prescription,5.52,2025-05,Friday
TXN10768,2025-05-23,Metformin 500mg,Diabetes,3,1.9,OTC Sale,5.7,2025-05,Friday
TXN10398,2025-05-24,Vitamin D 1000IU,Supplements,3,3.38,NHS Prescription,10.14,2025-05,Saturday
TXN10213,2025-05-24,Cetirizine 10mg,Allergy,3,1.3,Private Prescription,3.9,2025-05,Saturday
TXN10124,2025-05-25,Paracetamol 500mg,Pain Relief,1,1.16,Private Prescription,1.16,2025-05,Sunday
TXN11176,2025-05-25,Amoxicillin 250mg,Antibiotics,2,3.2,Private Prescription,6.4,2025-05,Sunday
TXN10448,2025-05-25,Metformin 500mg,Diabetes,2,2.07,OTC Sale,4.14,2025-05,Sunday
TXN10784,2025-05-26,Atorvastatin 20mg,Cardiovascular,1,2.84,NHS Prescription,2.84,2025-05,Monday
TXN10632,2025-05-26,Omeprazole 20mg,Gastro,1,2.1,OTC Sale,2.1,2025-05,Monday
TXN10321,2025-05-26,Omeprazole 20mg,Gastro,2,2.26,Private Prescription,4.52,2025-05,Monday
TXN11197,2025-05-26,Atorvastatin 20mg,Cardiovascular,3,2.89,OTC Sale,8.67,2025-05,Monday
TXN10919,2025-05-26,Cetirizine 10mg,Allergy,1,1.26,Private Prescription,1.26,2025-05,Monday
TXN10114,2025-05-27,Vitamin D 1000IU,Supplements,1,3.36,Private Prescription,3.36,2025-05,Tuesday
TXN11153,2025-05-28,Loratadine 10mg,Allergy,3,1.28,NHS Prescription,3.84,2025-05,Wednesday
TXN10309,2025-05-28,Omeprazole 20mg,Gastro,1,2.1,OTC Sale,2.1,2025-05,Wednesday
TXN10132,2025-05-28,Cetirizine 10mg,Allergy,2,1.28,Private Prescription,2.56,2025-05,Wednesday
TXN10284,2025-05-29,Ibuprofen 200mg,Pain Relief,1,1.54,NHS Prescription,1.54,2025-05,Thursday
TXN10642,2025-05-29,Amoxicillin 250mg,Antibiotics,4,3.51,OTC Sale,14.04,2025-05,Thursday
TXN10133,2025-05-29,Amoxicillin 250mg,Antibiotics,1,3.21,Private Prescription,3.21,2025-05,Thursday
TXN10410,2025-05-29,Atorvastatin 20mg,Cardiovascular,1,3.07,OTC Sale,3.07,2025-05,Thursday
TXN11031,2025-05-30,Amoxicillin 250mg,Antibiotics,2,3.38,NHS Prescription,6.76,2025-05,Friday
TXN10841,2025-05-30,Vitamin D 1000IU,Supplements,1,3.77,Private Prescription,3.77,2025-05,Friday
TXN10362,2025-05-30,Omeprazole 20mg,Gastro,1,2.26,OTC Sale,2.26,2025-05,Friday
TXN11198,2025-05-30,Amoxicillin 250mg,Antibiotics,1,3.24,Private Prescription,3.24,2025-05,Friday
TXN10182,2025-05-30,Omeprazole 20mg,Gastro,1,2.05,OTC Sale,2.05,2025-05,Friday
TXN10051,2025-05-30,Atorvastatin 20mg,Cardiovascular,1,2.96,NHS Prescription,2.96,2025-05,Friday
TXN11100,2025-05-30,Metformin 500mg,Diabetes,1,1.9,OTC Sale,1.9,2025-05,Friday
TXN10243,2025-05-31,Amoxicillin 250mg,Antibiotics,1,3.39,Private Prescription,3.39,2025-05,Saturday
TXN10504,2025-05-31,Omeprazole 20mg,Gastro,2,2.1,Private Prescription,4.2,2025-05,Saturday
TXN10986,2025-05-31,Atorvastatin 20mg,Cardiovascular,1,2.84,NHS Prescription,2.84,2025-05,Saturday
TXN10282,2025-06-01,Loratadine 10mg,Allergy,3,1.24,Private Prescription,3.72,2025-06,Sunday
TXN10644,2025-06-01,Omeprazole 20mg,Gastro,1,2.01,NHS Prescription,2.01,2025-06,Sunday
TXN10894,2025-06-01,Metformin 500mg,Diabetes,1,2.0,Private Prescription,2.0,2025-06,Sunday
TXN10804,2025-06-01,Amoxicillin 250mg,Antibiotics,2,3.46,NHS Prescription,6.92,2025-06,Sunday
TXN10478,2025-06-02,Omeprazole 20mg,Gastro,3,2.13,Private Prescription,6.39,2025-06,Monday
TXN10192,2025-06-02,Atorvastatin 20mg,Cardiovascular,1,2.7,NHS Prescription,2.7,2025-06,Monday
TXN10738,2025-06-02,Metformin 500mg,Diabetes,1,1.98,NHS Prescription,1.98,2025-06,Monday
TXN10020,2025-06-03,Metformin 500mg,Diabetes,1,1.88,OTC Sale,1.88,2025-06,Tuesday
TXN10775,2025-06-03,Amoxicillin 250mg,Antibiotics,3,3.28,Private Prescription,9.84,2025-06,Tuesday
